federal_action_obligation,total_dollars_obligated,total_outlayed_amount_for_overall_award,current_total_value_of_award,awarding_agency_name,awarding_office_name,funding_agency_name,funding_office_name,recipient_name,recipient_city_name,recipient_county_name,recipient_state_name,primary_place_of_performance_country_name,transaction_description,prime_award_base_transaction_description,action_type,product_or_service_code_description,naics_description,recovered_materials_sustainability_code,domestic_or_foreign_entity,small_business_competitiveness_demonstration_program,alaskan_native_corporation_owned_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_organization_owned_firm,tribally_owned_firm,veteran_owned_business,service_disabled_veteran_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size,emerging_small_business,us_federal_government,federally_funded_research_and_development_corp,federal_agency,usaspending_permalink
0.0,42500.0,31079.4,263380.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC OF ADMINISTRATOR (OA) (FUNDING),"NATIONAL CAPITOL CONTRACTING, LLC",MCLEAN,FAIRFAX,VIRGINIA,UNITED STATES,BLANKET PURCHASE AGREEMENT (BPA) CALL ORDER FOR STANDARD 3-5 DAY POST-PRODUCTION CAPTIONING SERVICES,BLANKET PURCHASE AGREEMENT (BPA) CALL ORDER FOR STANDARD 3-5 DAY POST-PRODUCTION CAPTIONING SERVICES,OTHER ADMINISTRATIVE ACTION,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,MOTION PICTURE AND VIDEO PRODUCTION,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH23F0016_6800_68HERH22A0038_6800/
10000.0,42500.0,31079.4,263380.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC OF ADMINISTRATOR (OA) (FUNDING),"NATIONAL CAPITOL CONTRACTING, LLC",MCLEAN,FAIRFAX,VIRGINIA,UNITED STATES,BLANKET PURCHASE AGREEMENT (BPA) CALL ORDER FOR STANDARD 3-5 DAY POST-PRODUCTION CAPTIONING SERVICES,BLANKET PURCHASE AGREEMENT (BPA) CALL ORDER FOR STANDARD 3-5 DAY POST-PRODUCTION CAPTIONING SERVICES,EXERCISE AN OPTION,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,MOTION PICTURE AND VIDEO PRODUCTION,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH23F0016_6800_68HERH22A0038_6800/
35159.0,263326.0,64863.72,263326.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,REGION 6 (FUNDING OFFICE),EASTERN RESEARCH GROUP INC,LEXINGTON,MIDDLESEX,MASSACHUSETTS,UNITED STATES,"REQUEST FOR NEW STREAMS IV TASK ORDER TITLED ""ADDRESSING PLASTIC WASTE ALONG THE MISSISSIPPI.""  TOCOR DAVID MEYER, CO CLARE HINGSBERGEN  ACCOUNTING MB:  $179,869.00 - 2324/C/26E3000/000FK8XPW, ROAR RESOURCES R7-2810, DAVID MEYER  REQUES","REQUEST FOR NEW STREAMS IV TASK ORDER TITLED ""ADDRESSING PLASTIC WASTE ALONG THE MISSISSIPPI.""  TOCOR DAVID MEYER, CO CLARE HINGSBERGEN  ACCOUNTING MB:  $179,869.00 - 2324/C/26E3000/000FK8XPW, ROAR RESOURCES R7-2810, DAVID MEYER  REQUES",EXERCISE AN OPTION,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0277_6800_68HERC21D0003_6800/
66795.0,196293.0,24961.0,263271.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,"MOD P00002 - OPTION EXERCISE// TASK ORDER UNDER IDIQ CONTRACT #68HERC20D0029 TITLED  ""ANALYSIS AND WRITING FY23 AND FY24""","TASK ORDER UNDER IDIQ CONTRACT #68HERC20D0029 TITLED  ""ANALYSIS AND WRITING FY23 AND FY24""",EXERCISE AN OPTION,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0253_6800_68HERC20D0029_6800/
230000.0,230000.0,,262634.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC ENFCOMPL ASSU (OECA) (FUNDING),EASTERN RESEARCH GROUP INC,CONCORD,MIDDLESEX,MASSACHUSETTS,UNITED STATES,"ICIS, NETDMR, AND NET CUSTOMER SUPPORT FOR THE OFFICE OF COMPLIANCE (OC-13)","ICIS, NETDMR, AND NET CUSTOMER SUPPORT FOR THE OFFICE OF COMPLIANCE (OC-13)",,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH24F0054_6800_GS00F079CA_4732/
0.0,262168.0,159627.0,262168.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),"RICHARD MCELHINEY ARCHITECT, PLLC",NEW YORK,NEW YORK,NEW YORK,UNITED STATES,R1-4 AE IDIQ TO FOR GULF BREEZE BUILDING 47/49 HVAC UPGRADE AND OPTIMIZATION - PERIOD OF PERFORMANCE EXTENSION,R1-4 AE IDIQ TO FOR GULF BREEZE BUILDING 47/49 HVAC UPGRADE AND OPTIMIZATION,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",ENGINEERING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0051_6800_68HERC21D0015_6800/
0.0,261574.0,71272.83,261574.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC ENFCOMPL ASSU (OECA) (FUNDING),EASTERN RESEARCH GROUP INC,LEXINGTON,MIDDLESEX,MASSACHUSETTS,UNITED STATES,REGION 10 UNDERGROUND INJECTION CONTROL FACILITY INSPECTION SUPPORT,REGION 10 UNDERGROUND INJECTION CONTROL FACILITY INSPECTION SUPPORT,OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0003_6800_68HERC21D0007_6800/
0.0,261530.66,154795.89,261530.66,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),APTIM FEDERAL SERVICES LLC,ALEXANDRIA,ALEXANDRIA (CITY),VIRGINIA,UNITED STATES,"CONTRACT 68HERC19D0009, NEW TASK ORDER 68HERC23F0281: PERSISTENCE AND DECONTAMINATION OF CONTAMINANTS IN WASTEWATER SYSTEMS, MODIFICATION P00003: NO COST EXTENSION",TO 68HERC23F0281: PERSISTENCE AND DECONTAMINATION OF CONTAMINANTS IN WASTEWATER SYSTEMS,OTHER ADMINISTRATIVE ACTION,SUPPORT- PROFESSIONAL: OTHER,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0281_6800_68HERC19D0009_6800/
132228.0,261479.0,121300.27,261479.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE PARK,DURHAM,NORTH CAROLINA,UNITED STATES,THIS MODIFICATION EXERCISE OPTION PERIOD I AND FULLY FUND THE OPTION,PURPOSE: NEW TASK ORDER TASK ORDER PROJECT TITLE: PRIMARY COPPER SMELTING - RISK & TECHNOLOGY REVIEW,EXERCISE AN OPTION,ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH23F0036_6800_68HERD20A0004_6800/
227350.39,260949.39,,260949.39,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",HUNT VALLEY,BALTIMORE,MARYLAND,UNITED STATES,FULL FUNDING IS OBLIGATED.,TASK ORDER AWARD FOR VALLEY PIKE SUPERFUND SITE,FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0523F0116_6800_68HE0118D0004_6800/
0.0,260949.39,,260949.39,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",HUNT VALLEY,BALTIMORE,MARYLAND,UNITED STATES,PROJECT MANAGEMENT PLAN IS HEREBY INCORPORATED.   LAUREN BUMBA IS APPOINTED AS THE TASK ORDER CONTRACTING OFFICER REPRESENTATIVE (TOCOR),TASK ORDER AWARD FOR VALLEY PIKE SUPERFUND SITE,OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0523F0116_6800_68HE0118D0004_6800/
24500.0,259621.0,246885.73,260519.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),EASTERN RESEARCH GROUP INC,LEXINGTON,MIDDLESEX,MASSACHUSETTS,UNITED STATES,P00007: ADDING INCREMENTAL FUNDING TO OPTION PERIOD I LABOR AND ODCS  TASK ORDER PROJECT TITLE: LARGE MUNICIPAL WASTE COMBUSTORS RISK AND TECHNOLOGY REVIEW (RTR)     TOCOR NAME: CHARLENE E. SPELLS,PURPOSE: NEW TASK ORDER TASK ORDER PROJECT TITLE: LARGE MUNICIPAL WASTE COMBUSTORS RISK AND TECHNOLOGY REVIEW (RTR)     CONTRACTOR NAME: EASTERN RESEARCH GROUP (ERG) BPA NUMBER: 68HERD20A0002 TOCOR NAME: CHARLENE E. SPELLS COR: BRANDON HAWKINS,FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH22F0162_6800_68HERD20A0002_6800/
31497.6,102367.2,23386.97,260348.8,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),RIVIDIUM INC.,VIENNA,FAIRFAX,VIRGINIA,UNITED STATES,LABOR AND EMPLOYEE RELATIONS SUPPORT FOR RTP HRSSC,LABOR AND EMPLOYEE RELATIONS SUPPORT FOR RTP HRSSC,EXERCISE AN OPTION,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",C,U.S. OWNED BUSINESS,f,f,f,f,f,f,t,t,f,f,f,t,f,f,t,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0477_6800_68HERC23A0006_6800/
34192.41,260061.16,197105.34,260061.16,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),"ICF INCORPORATED, L.L.C.",RESTON,FAIRFAX,VIRGINIA,UNITED STATES,68HERC21D0016 (ICF) TASK ORDER 68HERC23F0155  MULTI-POLLUTANT EMISSIONS STANDARDS FOR MODEL YEARS 2027 AND LATER LIGHT-DUTY AND MEDIUM-DUTY VEHICLES - PUBLIC HEARING & RESPONSE-TO-COMMENTS TECHNICAL SUPPORT. MOD P00002 IS TO EXERCISE AN OPTIONAL,68HERC21D0016 (ICF) TASK ORDER 68HERC23F0155  MULTI-POLLUTANT EMISSIONS STANDARDS FOR MODEL YEARS 2027 AND LATER LIGHT-DUTY AND MEDIUM-DUTY VEHICLES - PUBLIC HEARING & RESPONSE-TO-COMMENTS TECHNICAL SUPPORT  THE OFFICE OF TRANSPORTATION AND AIR,EXERCISE AN OPTION,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENVIRONMENTAL CONSULTING SERVICES,I,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0155_6800_68HERC21D0016_6800/
100000.0,259306.0,121671.47,259306.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFFICE FOR WATER (OW) (FUNDING),EASTERN RESEARCH GROUP INC,LEXINGTON,MIDDLESEX,MASSACHUSETTS,UNITED STATES,"TECHNICAL SUPPORT FOR CLEAN WATER STATE REVOLVING FUND ON EMERGING CONTAMINANTS, WATER EFFICIENCY, RESILIENCY & ONE WATER INNOVATIONS EMERGING CONTAMINANT SUPPORT - FOLLOW ON TO TO 68HERC22F0379","TECHNICAL SUPPORT FOR CLEAN WATER STATE REVOLVING FUND ON EMERGING CONTAMINANTS, WATER EFFICIENCY, RESILIENCY & ONE WATER INNOVATIONS EMERGING CONTAMINANT SUPPORT - FOLLOW ON TO TO 68HERC22F0379",FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23F0377_6800_68HERC20D0026_6800/
-9175.87,259117.1,205420.19,259117.1,Environmental Protection Agency,REGION 3 CONTRACTING OFFICE,Environmental Protection Agency,REGION 3 (FUNDING OFFICE),SOVEREIGN CONSULTING INC,ROBBINSVILLE,MERCER,NEW JERSEY,UNITED STATES,"EPA REGION 3 MULTI-SITE TECHNICAL OVERSIGHT SUPPORT (TOS)  FOUR SITES TWO PRIMARY SITES: 1. BRESLUBE- PENN, INC. 2. ELIZABETHTOWN LANDFILL  OPTION SITES 1. CENTRE COUNTY KEOPONE 2. HELEVA LANDFILL","EPA REGION 3 MULTI-SITE TECHNICAL OVERSIGHT SERVICES (TOS)  FOUR SITES TWO PRIMARY SITES: 1. BRESLUBE- PENN, INC. 2. ELIZABETHTOWN LANDFILL  OPTION SITES 1. CENTRE COUNTY KEOPONE 2. HELEVA LANDFILL",FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,A,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0320F0028_6800_68HE0118D0009_6800/
-15.99,244841.01,244841.01,258841.01,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFFICE FOR WATER (OW) (FUNDING),"THE NORTHBRIDGE GROUP, INC.",WESTFORD,MIDDLESEX,MASSACHUSETTS,UNITED STATES,PROVIDE TECHNICAL ASSISTANCE TO STATES TO EXPAND CLEAN WATER AND DRINKING WATER STATE REVOLVING FUNDS (SRFS) ESTABLISHED UNDER THE CLEAN WATER ACT - CLOSEOUT AND DEOBLIGATION,PROVIDE TECHNICAL ASSISTANCE TO STATES TO EXPAND CLEAN WATER AND DRINKING WATER STATE REVOLVING FUNDS (SRFS) ESTABLISHED UNDER THE CLEAN WATER ACT,CLOSE OUT,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC21F0435_6800_47QRAA19D009L_4732/
0.0,165358.0,92706.04,258470.58,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),S C & A INC,ARLINGTON,ARLINGTON,VIRGINIA,UNITED STATES,"REPA 6, REGION 5, TASK ORDER FOR RCRA C AND D TECHNICAL SUPPORT, MOD TO CHANGE POP END DATE",TASK ORDER AWARD,OTHER ADMINISTRATIVE ACTION,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0520F0037_6800_68HERH19D0020_6800/
119080.0,119080.0,,258469.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),S C & A INC,ARLINGTON,ARLINGTON,VIRGINIA,UNITED STATES,BPA CALL ORDER FOR SUPPORT FOR EFFECTIVE COMMUNICATION AND TRAINING FOR AIR QUALITY TOOLS AND RESOURCES,BPA CALL ORDER FOR SUPPORT FOR EFFECTIVE COMMUNICATION AND TRAINING FOR AIR QUALITY TOOLS AND RESOURCES,,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH24F0061_6800_68HERD21A0003_6800/
-7071.52,257617.0,81625.93,257617.0,Environmental Protection Agency,REGION 7 CONTRACTING OFFICE,Environmental Protection Agency,REGION 7 (FUNDING OFFICE),"TETRA TECH, INC.",KANSAS CITY,JACKSON,MISSOURI,UNITED STATES,MOD P00009: DE-OBLIGATE EXCESS FUNDS AND CLOSE OUT THE TASK ORDER.,SUPERFUND TECHNICAL ASSESSMENT&RESPONSE TEAM 5 (START V) CONTRACT FOR EPA REGION 7 - SITE/PROJECT NAME: GENERAL MOTORS SC.,CLOSE OUT,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0719F0064_6800_68HE0719D0001_6800/
0.0,257090.0,155885.07,257090.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),BATTELLE MEMORIAL INSTITUTE,COLUMBUS,FRANKLIN,OHIO,UNITED STATES,"THE PURPOSE OF THIS ADMINISTRATIVE MODIFICATION IS TO CORRECT THE PERIOD OF PERFORMANCE. THE PERIOD OF PERFORMANCE FOR MODIFICATIONS P00001, P00002, P00003, AND P00004 IS AUGUST 11, 2022 THROUGH FEBRUARY 10, 2024.  ALL OTHER TERMS AND CONDITIONS REMA",NEW BPA CALL UNDER BPA 68HERD21A0001 FOR ETHYLENE OXIDE METHOD SUPPORT.  TOCOR: JOANN RICE ALT. TOCOR: DORIS (XI) CHEN PROJECT OFFICER: ANTONIO LEATHERS,OTHER ADMINISTRATIVE ACTION,OTHER ENVIRONMENTAL SERVICES,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH22F0305_6800_68HERD21A0001_6800/
60000.0,257000.0,169491.3,257000.0,Environmental Protection Agency,REGION 3 CONTRACTING OFFICE,Environmental Protection Agency,REGION 3 (FUNDING OFFICE),"TETRA TECH, INC.",PASADENA,LOS ANGELES,CALIFORNIA,UNITED STATES,"68HE0318A0002/68HE0322F0001 P0003 DISTRICT OF COLUMBIA BACTERIA DATA COMPILATION, DATA GAP ASSESSMENT, AND MONITORING","DISTRICT OF COLUMBIA BACTERIA DATA COMPILATION, DATA GAP ASSESSMENT, AND MONITORING",FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,A,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0322F0001_6800_68HE0318A0002_6800/
11770.19,216217.86,31440.38,256692.8,Environmental Protection Agency,REGION 1 CONTRACTING OFFICE,Environmental Protection Agency,REGION 1 (FUNDING OFFICE),"HYDROGEOLOGIC, INC.",RESTON,FAIRFAX,VIRGINIA,UNITED STATES,"MODIFICATION P00004 CHANGE ORDER EXTEND POP CENTRAL LANDFILL SUPERFUND SITE, RAF ESO.","AWARD OF CENTRAL LANDFILL TO UNDER THE ESO CONTRACT CONTRACT NO.: 68HE0418D0006 HYDROGEOLOGIC, INC",DEFINITIZE CHANGE ORDER,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0119F0014_6800_68HE0118D0006_6800/
39407.98,255556.79,187659.83,255556.79,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"CH2M HILL, INC",ENGLEWOOD,DENVER,COLORADO,UNITED STATES,REMEDIAL DESIGN SUPPORT TO EPA FOLLOWING COMPLETION OF THE FINAL REMEDIAL DESIGN (RD) UP TO REMEDIAL ACTION (RA) CONTRACT AWARD FOR THE CUYAHOGA RIVER GORGE DAM GREAT LAKES LEGACY ACT (GLLA) PROJECT.   THE PURPOSE OF MODIFICATION P00001 IS TO ACCEP,REMEDIAL DESIGN SUPPORT TO EPA FOLLOWING COMPLETION OF THE FINAL REMEDIAL DESIGN (RD) UP TO REMEDIAL ACTION (RA) CONTRACT AWARD FOR THE CUYAHOGA RIVER GORGE DAM GREAT LAKES LEGACY ACT (GLLA) PROJECT.,CHANGE ORDER,ARCHITECT AND ENGINEERING- GENERAL: OTHER,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0523F0055_6800_68HE0519D0007_6800/
0.0,255000.0,129573.47,255000.0,Environmental Protection Agency,REGION 8 CONTRACTING OFFICE,Environmental Protection Agency,REGION 8 (FUNDING OFFICE),ENVIRONMENTAL RESTORATION LLC,FENTON,ST. LOUIS,MISSOURI,UNITED STATES,ERRS 5 CONTRACT 68HE0820D0002: CREATE NEW TASK ORDER FOR THE GOLD KING PORTAL EXTENSION SITE.,ERRS 5 CONTRACT 68HE0820D0002: CREATE NEW TASK ORDER FOR THE GOLD KING PORTAL EXTENSION SITE.,OTHER ADMINISTRATIVE ACTION,OTHER ENVIRONMENTAL SERVICES,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0823F0053_6800_68HE0820D0002_6800/
0.0,250000.0,77162.08,253763.38,Environmental Protection Agency,REGION 8 CONTRACTING OFFICE,Environmental Protection Agency,REGION 8 (FUNDING OFFICE),ENVIRONMENTAL RESTORATION LLC,FENTON,ST. LOUIS,MISSOURI,UNITED STATES,ERRS V SUSIE ADIT - REMOVAL ACTION,ERRS V SUSIE ADIT - REMOVAL ACTION,OTHER ADMINISTRATIVE ACTION,OTHER ENVIRONMENTAL SERVICES,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0821F0021_6800_68HE0820D0002_6800/
